tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
569660461601447936,negative,1.0,Customer Service Issue,0.3542,United,,Npatel3297,,1,@united thanks for making everyone wait in the dark for an hour while Newark tries to figure out which gate to go to. #incompetence,,2015-02-22 16:50:12 -0800,,
569658503570296832,negative,0.6361,Customer Service Issue,0.6361,United,,RyanSennett,,0,"@united why doesn't my daughter, booked with my gold member miles, get on the upgrade list for her flight tomorrow?",,2015-02-22 16:42:25 -0800,"Vancouver, WA",Pacific Time (US & Canada)
569656322154565632,negative,1.0,Can't Tell,0.6188,United,,denitiodeltoro,,0,@united was so on point for 5/6 of my flights this past week . . But this last one really sucks shit,,2015-02-22 16:33:45 -0800,The Town,Central Time (US & Canada)
569655584540266496,negative,1.0,Customer Service Issue,0.6433,United,,F_Mattioli,,0,@United and here i thought American was bad. Horrible Service. Over 2:30 min Late Flight. No excuse!,,2015-02-22 16:30:49 -0800,"Martinsburg,WV",Eastern Time (US & Canada)
569654946179579904,negative,1.0,Late Flight,1.0,United,,jesuisJOse,,0,@united UA1565 IAH -&gt; SJO is delayed by like 1.5 hours. Crazy!,,2015-02-22 16:28:17 -0800,New York | Chicago,Eastern Time (US & Canada)
569654749055864832,negative,1.0,Customer Service Issue,0.6756,United,,onemanvariety,,0,@united I don't know my flight details bc I need to explore some options which I'm unable to do bc the site won't let me.Seems to be ongoing,,2015-02-22 16:27:30 -0800,"driving, probably",Quito
569654709964836865,negative,1.0,Late Flight,0.6735,United,,bobgiolito,,0,@united How about free wifi when your flights delayed? Only 20 mins allowed!,,2015-02-22 16:27:21 -0800,"Los Angeles, CA",Pacific Time (US & Canada)
569653506291818496,negative,1.0,Lost Luggage,1.0,United,,LaHauser,,0,@united CDG-LAS 42 hours. And my luggage is in SFO. I've been wearing the same clothes for 42 hours. Thank you. #flythefriendlyskies,"[36.08655568, -115.1394417]",2015-02-22 16:22:34 -0800,,Paris
569652316816719873,negative,1.0,Late Flight,0.6722,United,,scottychadwick,,1,@united this airline is a joke my friends been trapped in houston since 7am sat and have no flight in sight #unitedworstever #trappedhouston,,2015-02-22 16:17:50 -0800,,Eastern Time (US & Canada)
569652058518908928,negative,1.0,Can't Tell,1.0,United,,aminghadersohi,,0,@united why do you hate your passengers?,,2015-02-22 16:16:49 -0800,"San Francisco, CA",
569651548881465345,negative,1.0,Bad Flight,0.6522,United,,FernHeinig18,,0,@united how can a plane that has been sitting in a hanger all day have numerous mechanical problems. Doesn't anyone actually do maintenance,,2015-02-22 16:14:47 -0800,,
569651277916999680,negative,1.0,Late Flight,1.0,United,,reccewife,,0,.@united in the future when delay causes 15 hour wait (slept night in airport) ensuring seating choice for replacement flight would be good.,,2015-02-22 16:13:42 -0800,"Kingston, Canada",Mountain Time (US & Canada)
569650401085157376,negative,1.0,Late Flight,1.0,United,,CrowdSafetyNI,,0,@united is my flight delayed? It keeps changing between delayed and not??? If delayed is checkin time Late Flightr??? http://t.co/NTUIx5dbYR,,2015-02-22 16:10:13 -0800,Northern Ireland,London
569650320613052416,negative,1.0,Late Flight,1.0,United,,trinjw,,0,@united what a long day of delays. Please get us to Dallas tonight!!!!  Fingers crossed!!!  #winterstorm2015 #whichisworsedenordfw.,,2015-02-22 16:09:54 -0800,,
569649820798881792,negative,1.0,Late Flight,0.3516,United,,BrittanyWolgast,,0,@united -How is it that all my flight times were changed without any official notification? Almost missed my flight this morning. Not cool!,,2015-02-22 16:07:55 -0800,,Central Time (US & Canada)
569649806202642432,negative,1.0,Lost Luggage,1.0,United,,Spencerklein,,0,@united they had record of it being at Denver on the concourse prior to me gettin on the shuttle. I just want to confirm its location,,2015-02-22 16:07:52 -0800,,Eastern Time (US & Canada)
569648492190179328,negative,0.6327,Lost Luggage,0.6327,United,,Spencerklein,,0,@united we needed to be at steamboat for a meeting by 3pm so we took a shuttle. The United customer service people said the bag would be on,,2015-02-22 16:02:38 -0800,,Eastern Time (US & Canada)
569647694005870592,negative,1.0,Customer Service Issue,0.6614,United,,aminghadersohi,,0,"@united, there is no good word for describing how angry and pissed off of a customer you have made me.",,2015-02-22 15:59:28 -0800,"San Francisco, CA",
569647615194898432,negative,1.0,Customer Service Issue,0.6966,United,,ImagesbyTLP,,1,"@united Late Flight 2014 and 2015 are huge step towards decline in service, and your agents, not all, are as arrogant as ever.  #UnitedAirlines",,2015-02-22 15:59:09 -0800,earth,Pacific Time (US & Canada)
569647347547955200,negative,1.0,Late Flight,0.6838,United,,aminghadersohi,,0,"@united flight 3870 to Newark, stuck in the runway. About to miss my connection and they are just sorry for my inconvenience!!!!!!",,2015-02-22 15:58:05 -0800,"San Francisco, CA",
569647174277042176,negative,1.0,Late Flight,0.6316,United,,jtromano,,0,@united false.,,2015-02-22 15:57:24 -0800,STL,Central Time (US & Canada)
569646538814824449,negative,1.0,Customer Service Issue,0.3502,United,,aminghadersohi,,0,"@united sitting on the runway in Newark, they won't let the plane to a gate. My connection boards in 1 minute. @united hates us all.",,2015-02-22 15:54:53 -0800,"San Francisco, CA",
569646446586171392,negative,1.0,Customer Service Issue,0.6657,United,,reccewife,,0,".@united all other ANA ticket holders get to use the lounge, too. But not us. Because United booked us. #grumpykim",,2015-02-22 15:54:31 -0800,"Kingston, Canada",Mountain Time (US & Canada)
569645582387556352,negative,1.0,Late Flight,1.0,United,,Meatus_prime,,0,@united Never had a flight delayed an hour due to an unbalanced load. And more delays at @flyLAXairport. Great job idiots.,,2015-02-22 15:51:05 -0800,,Pacific Time (US & Canada)
569645368075554818,negative,1.0,Can't Tell,0.6879,United,,ImagesbyTLP,,0,@united 100. % failure in 2015 #UnitedAirlines,,2015-02-22 15:50:13 -0800,earth,Pacific Time (US & Canada)
569645048696053761,negative,1.0,Late Flight,0.6522,United,,ImagesbyTLP,,0,"@united you guys suck, 2 1/2 delay to get out of ers and didn't even have curtesy to let me know,  #UnitedAirlines",,2015-02-22 15:48:57 -0800,earth,Pacific Time (US & Canada)
569644957188939777,negative,1.0,Flight Attendant Complaints,1.0,United,,michaelvandijk1,,0,"@united Unfortunately had a bad experience flying with you on Saturday. Inpolite crew, bad delays.",,2015-02-22 15:48:35 -0800,Nederland,Amsterdam
569644171331538945,negative,1.0,Bad Flight,0.3556,United,,mamijeanna,,0,@united seriously? 45 min on the plane at bhm and now 30 min in baggage and still no bags? #worstairlineever,,2015-02-22 15:45:28 -0800,,
569642899828133888,negative,0.6633,Flight Booking Problems,0.3634,United,,reccewife,,0,@united but we are on All Nippon now (booked by United to replace the one we missed).,,2015-02-22 15:40:25 -0800,"Kingston, Canada",Mountain Time (US & Canada)
569642078990258176,negative,0.6703,Can't Tell,0.3626,United,,kaf_silva,,0,@united what is this subtlety gate changes? Are you kidding with me?,,2015-02-22 15:37:09 -0800,,
569642063005753344,negative,1.0,Flight Attendant Complaints,1.0,United,,FlyRightSeat10,,0,"@united been good 15yr ""friendly skies"" relationship. 2day agent told me I'm ""only Canadian"" and thus not good enough for military preboard",,2015-02-22 15:37:05 -0800,Canada,Eastern Time (US & Canada)
569641805073031168,negative,0.6966,Customer Service Issue,0.3596,United,,DanVidayo,,0,@united yes was trying to upgrade my seat. Now there are no available spots,,2015-02-22 15:36:04 -0800,Earth,Indiana (East)
569641735086858240,negative,0.6934,Can't Tell,0.352,United,,rikrik__,,0,“@united: @rikrik__ What made you come to this? Can we help you with anything? ^JP” inconvience*,,2015-02-22 15:35:47 -0800,Saint Louis,Central Time (US & Canada)
569641615721140224,negative,1.0,Customer Service Issue,1.0,United,,rikrik__,,0,“@united: @rikrik__ What made you come to this? Can we help you with anything? ^JP” the service just hasn't been great.,,2015-02-22 15:35:19 -0800,Saint Louis,Central Time (US & Canada)
569641607584206850,negative,1.0,Can't Tell,0.6533,United,,tunkuv,,0,".@united I think not. I'm not flying you again, if I can help it.",,2015-02-22 15:35:17 -0800,New York,Eastern Time (US & Canada)
569641326536462336,negative,1.0,Bad Flight,0.3697,United,,BeyondStatusQuo,,0,@united  always a fucken nightmare with your airline. #fail #lazy #alwaysLate Flight #worstairlineever,,2015-02-22 15:34:10 -0800,Los Angeles ,Pacific Time (US & Canada)
569641319712169984,negative,0.3608,Flight Attendant Complaints,0.3608,United,,reccewife,,0,"@united we were told when we checked in, as soon as we were allowed to, that there are no other seats available on the plane except middle.",,2015-02-22 15:34:08 -0800,"Kingston, Canada",Mountain Time (US & Canada)
569641234769309696,negative,1.0,Bad Flight,0.6297,United,,Juliaweinerman,,0,@united EVERYTIME I fly UR airline I hate you even more ! Thanks for the terrible service on flight 1071,,2015-02-22 15:33:48 -0800,,
569641125243301888,negative,1.0,Flight Booking Problems,1.0,United,,davedittrich,,0,".@united Really? Was bumped down from Gold status, asked to pay $$ to keep it, and get fewer miles... How is that worth it?",,2015-02-22 15:33:22 -0800,,Pacific Time (US & Canada)
569640998491578369,negative,1.0,Can't Tell,1.0,United,,BeyondStatusQuo,,1,@united you always surprise me with the awfulness of your airline. You guys suck. #worst,,2015-02-22 15:32:52 -0800,Los Angeles ,Pacific Time (US & Canada)
569640163393073152,negative,1.0,Can't Tell,0.6596,United,,DRVerges,,0,@united that I would get on early enough to not have to green tag. but no go. if not for Otis I would be still sitting at ORD,,2015-02-22 15:29:33 -0800,Chicago,Central Time (US & Canada)
569639823734128640,negative,0.6721,Can't Tell,0.3361,United,,JessLisaM,,0,"@united @lpdstock tweet bots obviously don't get sarcasm, making computers more and more like real people.",,2015-02-22 15:28:12 -0800,,Central Time (US & Canada)
569639640170254336,negative,1.0,Customer Service Issue,1.0,United,,baj2081,,0,@united customer service what's That???,,2015-02-22 15:27:28 -0800,,
569639294152806400,negative,1.0,Customer Service Issue,0.672,United,,immersiveg,,1,"@united -- overFlight Booking Problems planes, Departing delayed, Returning for 'more quick fixes' &amp; breaking out attitudy-customer service? #worstairline",,2015-02-22 15:26:05 -0800,Los Angeles,Pacific Time (US & Canada)
569638675170131968,negative,1.0,Customer Service Issue,0.3609,United,,cslhilo,,0,@united Pay for a cab back to the airport to show baggage dept. my wet shirts and suit is not a viable option. 2nd time this has happened!!,,2015-02-22 15:23:38 -0800,"Hilo, HI",Hawaii
569638419384528897,negative,1.0,Can't Tell,0.3384,United,,ericaswerdlow,,1,"@united that's what you have said for years, you are losing customers!!!!!!",,2015-02-22 15:22:37 -0800,Chicago,Central Time (US & Canada)
569637373853745152,negative,1.0,Customer Service Issue,1.0,United,,FernHeinig18,,1,@united. Once again your lack of customer centricity us astounding,,2015-02-22 15:18:27 -0800,,
569637147067551746,negative,0.6484,Cancelled Flight,0.6484,United,,mgmcg16,,0,@united now this http://t.co/uygeW2Nosr,,2015-02-22 15:17:33 -0800,,
569636929165242368,negative,1.0,Customer Service Issue,1.0,United,,erikmkeith,,0,"@united Would be nice if @staralliance partner tickets that don't provide full PQM credit are more obvious before purchase. Lost 1,200 miles",,2015-02-22 15:16:41 -0800,"Leesburg, VA, USA",Quito
569636013443719169,negative,1.0,Late Flight,0.6907,United,,DruskinMichael,,0,@united now maintenance issues with flight 5639 and more issues with passengers that will miss connections needing to get off,,2015-02-22 15:13:03 -0800,,
569635623348215808,negative,1.0,Bad Flight,1.0,United,,djflacoflash,,1,@united seriously what's with the slow #wifi on this flight! If the speed was going to change for the worse then the price shouldn't go up!,,2015-02-22 15:11:30 -0800,Everywhere,
569635389289459712,negative,1.0,Can't Tell,0.3684,United,,gtotheoff,,1,". @united 5 hours, 3 gates, and 3 planes Late Flightr still not an update, explanation, or apology to be had. #WorstAirlineEver #UnitedAirlines",,2015-02-22 15:10:34 -0800,,Central Time (US & Canada)
569635090214449152,negative,1.0,Flight Attendant Complaints,0.6631,United,,mathardin,,0,"@united your gate attendant had some snobby remarks, your customer service is like playing poker with my sisters kids!",,2015-02-22 15:09:23 -0800,Corpus Christi,
569635077623148545,negative,1.0,Flight Attendant Complaints,0.3626,United,,kannanlakshmi,,0,"@united Poor cabin luggage service on UA1266 to BOS, I was forced to check in even when there was empty space for bags in the overhead!",,2015-02-22 15:09:20 -0800,"Cambridge, MA",Eastern Time (US & Canada)
569634748177514496,negative,1.0,Lost Luggage,1.0,United,,jprice9227,,0,"@united no, we still have not heard anything from anyone at @united or the @ErieAirport",,2015-02-22 15:08:01 -0800,,
569634385823182852,negative,1.0,Flight Booking Problems,1.0,United,,onemanvariety,,0,@united every time I search a flight your site logs me out and gives error message. About to book on a different airline and Cancelled Flight my card.,,2015-02-22 15:06:35 -0800,"driving, probably",Quito
569634350930636800,negative,1.0,Cancelled Flight,1.0,United,,Spencerklein,,0,@united so the last seg of my flight from Denver (DEN) to hayden/steamboat (HDN) for 8am got Cancelled Flightled and I need help finding my luggage,,2015-02-22 15:06:27 -0800,,Eastern Time (US & Canada)
569634229627297793,negative,1.0,Late Flight,0.6997,United,,YelpPittsburgh,,0,@united 8 hours Late Flightr and I'm siting on another plane waiting to leave. I think a credit is in order for this terrible service!,,2015-02-22 15:05:58 -0800,"Pittsburgh, PA",Quito
569632550873915392,negative,1.0,Lost Luggage,0.6526,United,,bfunai,,0,@united We waited 40 min for our bags after a 45 min flight #nomorecheckedbags,,2015-02-22 14:59:18 -0800,"Chicago, Illinois",Central Time (US & Canada)
569632420468625408,negative,0.6524,Bad Flight,0.356,United,,LisaAkey,,0,@united now let there also pls be in-flight live TV on UA469 DEN-EWR so I can watch the #Oscars ??,"[43.56768225, -116.22061173]",2015-02-22 14:58:46 -0800,"ÜT: 41.88849,-87.6282",
569632200913604608,negative,0.6737,Cancelled Flight,0.6737,United,,Fly_Shreveport,,0,"@United​ has Cancelled Flighted 1 arrival into SHV tonight &amp; the 1st departure flight on Mon, Feb 23rd. Check with your airline for flight status.",,2015-02-22 14:57:54 -0800,"Shreveport, Louisiana",Central Time (US & Canada)
569631027385245696,negative,1.0,Lost Luggage,1.0,United,,liveitup09,,1,@united yes I have &amp; they're unsure when it would come.This has never happened on any airline and my first time with @united #disappointed,,2015-02-22 14:53:14 -0800,,Atlantic Time (Canada)
569630987858132992,negative,1.0,Bad Flight,0.3371,United,,anuaimi,,0,@united of course. But interesting how United doesn't seem to have a good sense on what's happening with flight,,2015-02-22 14:53:05 -0800,Toronto,Eastern Time (US & Canada)
569630959718551552,negative,1.0,Flight Booking Problems,0.6658,United,,gtotheoff,,0,@united pushing five hours and my time is worth nothing to you. reFlight Booking Problems not an option unfortunately.,,2015-02-22 14:52:58 -0800,,Central Time (US & Canada)
569630050972143616,negative,1.0,Can't Tell,0.6333,United,,danny_9_9,,0,@united you guys are complete ass,,2015-02-22 14:49:22 -0800,,
569629819559747585,negative,1.0,Customer Service Issue,1.0,United,,kenny_khoo,,0,@united why are your agents working so slowly to rebook people who are on #UA1481. We have all wasted an entire day at STT.,"[0.0, 0.0]",2015-02-22 14:48:26 -0800,"London, ON",Quito
569629019412557826,negative,1.0,Bad Flight,0.708,United,,RichGoldstein,,0,@united - Plane came in with broken seat.  Rather than fix it they put a broken sign on it and separated me from my kids.,,2015-02-22 14:45:16 -0800,New York,
569628591475924994,negative,1.0,Late Flight,1.0,United,,kaobrien812,,0,@united worst flying experience ever and they tried to blame it on ATC?! I watched them load bags for 30min after boarding 45min Late Flight,,2015-02-22 14:43:34 -0800,"Medford, MA",
569627490672517120,negative,1.0,Cancelled Flight,0.6337,United,,tyguybye,,0,@united have you read your own same day travel change policy?,,2015-02-22 14:39:11 -0800,,
569627005852917762,negative,1.0,Bad Flight,0.6211,United,,RPun,,0,"@united your b737-800w  literally the smallest seats I have ever have, my dad got stuck In the tiny bathroom ad well #disspointed #premier1k",,2015-02-22 14:37:16 -0800,"Bay Area, CA",Pacific Time (US & Canada)
569626585365671938,negative,1.0,Cancelled Flight,0.6729999999999999,United,,nbhdsheila,,0,"@united my flight was already Cancelled Flightled this morning because of a ""snow storm in Denver"". And now I'm in DC waiting for a pilot to get on+",,2015-02-22 14:35:35 -0800,Boston,Eastern Time (US & Canada)
569626297116176384,negative,1.0,longlines,0.6454,United,,mgsaldana,,0,@united still sucks. I don't understand why you have two cust service agents for a long line at Houston international b gate #unitedsucks,,2015-02-22 14:34:27 -0800,,Central Time (US & Canada)
569625953602834433,negative,1.0,Late Flight,0.6477,United,,iamchriswoody,,0,"@united the most frustrating flying experience. One continuous ""I dunno what time you will leave today. "". Dunno?! That's code for ...?",,2015-02-22 14:33:05 -0800,Richmond Virginia ,Eastern Time (US & Canada)
569625173176901632,negative,0.6891,Late Flight,0.6891,United,,mathardin,,0,@united has an United flight ever been on time. #americanisbetter,,2015-02-22 14:29:59 -0800,Corpus Christi,
569624909501984768,negative,1.0,Bad Flight,0.6508,United,,mathardin,,0,@united I'd rather spend two days in the back seat of a Volkswagen than two hours on your plane! #disgruntled #whatacluster,,2015-02-22 14:28:56 -0800,Corpus Christi,
569624798860587008,negative,1.0,Late Flight,1.0,United,,nbhdsheila,,0,@united my flight was supposed to depart to Boston at 4:36 and now it's departing at 6:30 due to issues with finding a pilot. Thanks a lot!!,,2015-02-22 14:28:29 -0800,Boston,Eastern Time (US & Canada)
569623889686482944,negative,0.6464,Customer Service Issue,0.6464,United,,Ofbikesandbirds,,0,@united I suppose your customers enjoy screaming toddlers then. Not my problem if someone complains!,,2015-02-22 14:24:53 -0800,,
569623343424413697,negative,1.0,Can't Tell,1.0,United,,mathardin,,0,"@united you could give me free flights for life, and I'd still choose to purchase my tickets from a competitor.",,2015-02-22 14:22:42 -0800,Corpus Christi,
569623171210436608,negative,1.0,Can't Tell,0.6742,United,,mathardin,,0,@united The first time I flew United was horrible thought I would give you a second chance. There will NOT be a third! #disgruntled,,2015-02-22 14:22:01 -0800,Corpus Christi,
569622678228705280,negative,0.6852,Customer Service Issue,0.3453,United,,JTraxxNYC,,0,@united flight from san fransico to jfk was evacuated why?,,2015-02-22 14:20:04 -0800,"WASHINGTON HEIGHTS, NYC ",Pacific Time (US & Canada)
569621598849748993,negative,1.0,Late Flight,1.0,United,,no_patients,,0,"@united 4994 out of Jackson, Wyoming... Delayed by no pilots.. Full toilets.. Deplaned 2ndary to mechanical fail.. Cancelled Flightled flight pending",,2015-02-22 14:15:46 -0800,,
569621528951660545,negative,1.0,Can't Tell,1.0,United,,alysabaker,,0,@united is by far THE WORST airline I've ever had the misfortune of flying with in all the 44 countries I've flown to!!! It's outrageous!,,2015-02-22 14:15:30 -0800,"ÜT: 50.97861,-114.000116",Mountain Time (US & Canada)
569621349095702528,negative,1.0,Lost Luggage,1.0,United,,poweroflindsey,,0,"@united ... I want my bag off flight 1142, what do I do now?","[39.8586527, -104.6718518]",2015-02-22 14:14:47 -0800,Ft Collins ,
569620944160886784,negative,1.0,Late Flight,1.0,United,,baj2081,,0,@united thanks for causing us to miss our connection and now a 6hour delay #flydeltanexttime,,2015-02-22 14:13:10 -0800,,
569620432204267520,negative,1.0,Can't Tell,1.0,United,,BUlizard,,0,@united I hope you lose the next govt contract,,2015-02-22 14:11:08 -0800,,
569620382023622657,negative,1.0,Lost Luggage,1.0,United,,jprice9227,,0,@united lost my bags and there was a flight from Chi to Eri that landed over 1.5 hrs ago...yet still have zero updates?? #UnitedAirlinesSux,,2015-02-22 14:10:56 -0800,,
569620354781425665,negative,1.0,Can't Tell,0.6693,United,,kaf_silva,,0,@united i will just send my confirmation number when I get home safe and sound. This is why i pay so expensive services to you!,,2015-02-22 14:10:50 -0800,,
569620098467569664,negative,1.0,Lost Luggage,1.0,United,,OScotty73,,0,@united the bag is in a state that I didn't travel to and the airports don't fly to each other. Looks like it'll never show,,2015-02-22 14:09:49 -0800,,Central Time (US & Canada)
569620002652889088,negative,1.0,Can't Tell,0.69,United,,kaf_silva,,0,@united ridiculous! I have to be refunded whenever I get at my final destination or not!,,2015-02-22 14:09:26 -0800,,
569619557360381952,negative,1.0,Late Flight,1.0,United,,kaf_silva,,0,@united stay more than 24h traveling ans sleeping on the airports floor,,2015-02-22 14:07:40 -0800,,
569619545893306369,negative,1.0,Late Flight,1.0,United,,directeng62,,0,@united seriously?   UA 806.  Delayed because of the copilot isn't here?  For 1.5 hours and he is only flying from Raleigh? Disappointing,,2015-02-22 14:07:37 -0800,,
569619325230960641,negative,0.7071,Can't Tell,0.7071,United,,BUlizard,,0,@united seriously. This is just complete bs.,,2015-02-22 14:06:44 -0800,,
569619208884977664,negative,1.0,Lost Luggage,0.65,United,,paul27k,,0,"@united, we've been waiting for over an hour for our luggage- what gives?","[40.69672337, -74.17710665]",2015-02-22 14:06:17 -0800,,
569619205298855936,negative,1.0,Customer Service Issue,0.6452,United,,kaf_silva,,0,@united the costumer services here at Denver Intl Airport is ridiculous bad!,,2015-02-22 14:06:16 -0800,,
569619171866222592,negative,1.0,Customer Service Issue,1.0,United,,BUlizard,,0,@united Lied to my face at the gate about upgrades. Thanks. #badservice #unitedsucks,,2015-02-22 14:06:08 -0800,,
569619001820590081,negative,1.0,Customer Service Issue,0.67,United,,kaf_silva,,0,@united I have proof that my situation now is due to company mistake,,2015-02-22 14:05:27 -0800,,
569618884355092480,negative,1.0,Can't Tell,0.6915,United,,Lmuschel,,0,@united ouch not fair,,2015-02-22 14:04:59 -0800,,
569618868441722882,negative,1.0,Customer Service Issue,0.6809,United,,segallsays,,0,@united is synonymous to with #rude. And #cheap. You really don't know how to value the customer,"[47.4390828, -122.300713]",2015-02-22 14:04:55 -0800,"Houston, TX",America/Chicago
569618829627666432,negative,1.0,Cancelled Flight,0.3393,United,,kaf_silva,,0,@united I have to go back home! I have to use what the company has available. But it's unfair to stay more than 24 h traveling,,2015-02-22 14:04:46 -0800,,
569618440396398592,negative,1.0,Can't Tell,0.6492,United,,jtromano,,0,@united if I miss the #Oscars I'll never fly united again,,2015-02-22 14:03:13 -0800,STL,Central Time (US & Canada)
569618317440208896,negative,1.0,Can't Tell,0.7065,United,,segallsays,,0,@united is the stingiest airline. Nobody should model after them. #PTFO #cheap #bastards #stingy,"[47.4389994, -122.3010208]",2015-02-22 14:02:44 -0800,"Houston, TX",America/Chicago
569617556857851904,negative,1.0,Late Flight,1.0,United,,jtromano,,0,"@united flight delayed...again...every time. ""Maintenance issues""",,2015-02-22 13:59:43 -0800,STL,Central Time (US & Canada)
569617083194933248,negative,0.6591,Bad Flight,0.3506,United,,no_patients,,0,@united yes... A ride home would be perfect.. A fete one would assume possible after charging 1600$ for a domestic flight... Ps we deplaned,,2015-02-22 13:57:50 -0800,,
569617019257151488,negative,1.0,Customer Service Issue,0.6856,United,,BUlizard,,0,@united and I was denied an upgrade because of catering issues??? #poorservice,,2015-02-22 13:57:35 -0800,,
569616974256472064,negative,1.0,Bad Flight,1.0,United,,emilyjoynoon,,0,@united--excited to barrel through the sky at 600mph on a 75 ton piece of metal operated by a company that can't get their tiny TVs to work!,,2015-02-22 13:57:24 -0800,Los Angeles,Quito
569616836884619264,negative,0.6694,Flight Booking Problems,0.6694,United,,BUlizard,,0,"@united heard about the voucher/miles credit for Cancelled Flighting my international flight yesterday, but I didn't get an email.",,2015-02-22 13:56:51 -0800,,
569616634601717760,negative,1.0,Bad Flight,0.6774,United,,JoshuaPasch,,0,"@united, maybe don't play the video about how your flights are outfitted w wifi on the flights where wifi isn't working...✈️",,2015-02-22 13:56:03 -0800,NYC,Pacific Time (US & Canada)
569616424995409921,negative,1.0,Lost Luggage,1.0,United,,KHSailing,,1,@united on line baggage system complete rubbish. bag missing 2 days. No meaningful information.,,2015-02-22 13:55:13 -0800,"Solent - Hamble, Lymington",London
569615644448186369,negative,0.6721,Late Flight,0.3361,United,,richlallen,,0,@united thanks. Just was able to do it on the app myself. Still not customer service to be seen in YYZ,,2015-02-22 13:52:07 -0800,"Brooklyn, NY",Eastern Time (US & Canada)
569614679154143232,negative,1.0,Customer Service Issue,0.6676,United,,AlyssaOMalley,,0,@united so unhelpful... http://t.co/vBfIeo2qJC,"[39.85861469, -104.67233425]",2015-02-22 13:48:17 -0800,"Watertown, MA",Eastern Time (US & Canada)
569614651400585216,negative,1.0,Can't Tell,0.3511,United,,emilyjoynoon,,0,@united I would take the $500 voucher you offered for MISCOUNTING THE # OF SEATS ON YOUR PLANE but that means I would have to fly you again,,2015-02-22 13:48:10 -0800,Los Angeles,Quito
569614009369907200,negative,1.0,Can't Tell,0.3603,United,,CDNTravelGuy,,0,@united - 3 of 6 First seats open on UA5097. No upgrades processed. Gate agents @yyz said their too busy. Not cool http://t.co/6KpyhckA9l,,2015-02-22 13:45:37 -0800,Toronto Area,Eastern Time (US & Canada)
569613554963369985,negative,1.0,Late Flight,1.0,United,,vascaino101,,0,@united @rayja9 flying to las vegas out of Chicago flight is Late Flight and no announcement has been made,,2015-02-22 13:43:49 -0800,,
569613526328717313,negative,1.0,Cancelled Flight,1.0,United,,rayja9,,0,@united I believe. It was Cancelled Flighted yesterday I guess. Goes back to no notification from United about Cancelled Flightlation,,2015-02-22 13:43:42 -0800,,
569613272049012736,negative,1.0,Can't Tell,0.6705,United,,AG1181,,0,"@United - In case you're reading this, UA230, right now, 7D. So many oversized carryons taking up too much room. Enforce your rules.",,2015-02-22 13:42:41 -0800,"New York, NY",Eastern Time (US & Canada)
569612999415111680,negative,1.0,Bad Flight,0.6729,United,,AG1181,,0,"@United is an airline where you pay extra to get a better seat but by the time you board your overbooked flight, there's no overhead space.",,2015-02-22 13:41:36 -0800,"New York, NY",Eastern Time (US & Canada)
569609680961572866,negative,1.0,Late Flight,1.0,United,,YelpPittsburgh,,0,"@united Delayed 7 hrs flight 5721 PIT/IAD, finally board the plane, sit half hour &amp; crew is at their hrs limit &amp; we deplane. Unacceptable.",,2015-02-22 13:28:25 -0800,"Pittsburgh, PA",Quito
569608870429114368,negative,1.0,Customer Service Issue,0.3407,United,,windycityf,,0,@united stuck in YYZ because staff took a break? Not happy 1K....,,2015-02-22 13:25:12 -0800,"Oak Park, IL ",Hawaii
569608866138173440,negative,0.6545,Bad Flight,0.3335,United,,timdrewitt,,0,@United Personal Device Entertainment system is great but with app crashing every 10/15 mins I'm glad it's free for now.,,2015-02-22 13:25:11 -0800,Aylesbury United Kingdom,London
569608734332162048,negative,1.0,Late Flight,1.0,United,,AlyssaOMalley,,0,@united pls stop sending texts every 15mins saying my flight is delayed another 15mins-It's been 3hrs. I usually defend u but this is lame..,,2015-02-22 13:24:39 -0800,"Watertown, MA",Eastern Time (US & Canada)
569608624814698496,negative,1.0,Bad Flight,0.6735,United,,no_patients,,0,"@united agent, ""You should use the bathroom before boarding.. Toilets onboard are full."" Oh you can expected a strongly worded email FUnited",,2015-02-22 13:24:13 -0800,,
569608322925473792,negative,1.0,Customer Service Issue,1.0,United,,abbymrudd,,1,"@united should hire extra customer service reps. 50 minute wait time to ask one question? I would rather just fly another airline, thanks.",,2015-02-22 13:23:01 -0800,"Chicago, IL",Central Time (US & Canada)
569606901325017090,negative,1.0,Cancelled Flight,1.0,United,,GetxGnarly,,0,@united united flight UA3774 after two delays just Cancelled Flightled no explanation &amp; no more flights to Norfolk that aren't booked. Renting a car.,,2015-02-22 13:17:22 -0800,,Atlantic Time (Canada)
569606016070844420,negative,0.3398,Can't Tell,0.3398,United,,emrichards,,0,@united I'll try it. Mileage programs have historically been a lifeline for us world-hungry travelers of moderate means.,,2015-02-22 13:13:51 -0800,"ÜT: 42.986193,-87.914855",Central Time (US & Canada)
569606005618638848,negative,1.0,Bad Flight,0.3615,United,,AbbyTeigland,,0,"@united any way you can help me find a flight to LAS? Stuck in DIA, sat on plane 2 hrs, now been waiting an hour for an update.",,2015-02-22 13:13:49 -0800,,Quito
